state,city,project_name,domain,status,amount_raw,amount_usd,description
Wisconsin,Green bay,Storm Sewers Construction,Waste Management,In Progress,"$3,174,702",3174702.0,"This fund supports capital projects for the construction of storm sewer infrastructure, managing stormwater runoff as a form of waste."
Wisconsin,Green bay,Sanitary Sewer Equipment Replacement,Waste Management,In Progress,"$666,259",666259.0,"This fund supports the replacement of equipment used in the sanitary sewer system, vital for efficient waste management operations."
Wisconsin,Green bay,Storm Water Equipment Replacement,Waste Management,In Progress,"$299,973",299973.0,"This fund supports the replacement of equipment used in the stormwater system, crucial for managing stormwater runoff and preventing pollution."
Wisconsin,Owen,Street Projects in TIF District No. 4,Transport Emissions,In Progress,"$1,919,000",1919000.0,"Interim financing for public purposes, including street projects that may involve bike lanes, pedestrian paths, or signal modernization."
Wisconsin,Owen,Sewerage System Capital Assets Construction/Acquisition,Waste Management,In Progress,Not stated,,"Financing for the construction or acquisition of capital assets used with the City's sewer systems, which manage wastewater."
Wisconsin,Owen,New Bike Trail,Transport Emissions,Planned,"$1,000,000",1000000.0,"A grant-funded project to construct a new bike trail, promoting active transportation and reducing emissions."
Wisconsin,Oregon,Street Construction,Transport Emissions,In Progress,"$1,789,883",1789883.0,"This project involves the construction or improvement of streets, which can include infrastructure such as pedestrian paths, bike lanes, or signal modernization to reduce transport emissions."
Wisconsin,Oregon,Park Improvements,Transport Emissions,In Progress,"$2,608,768",2608768.0,"This project involves capital outlays for park improvements, which may include the development or enhancement of pedestrian paths and bike lanes to promote active transportation."
Wisconsin,Oregon,Street Improvement Projects and Related Repairs,Transport Emissions,Unknown,Not stated,,"This fund accumulates resources for street improvement projects and related repairs, which can contribute to reducing transport emissions through improved infrastructure."
Wisconsin,Oregon,Refuse & Recycling Pickup,Waste Management,Unknown,Not stated,,"This special revenue fund supports ongoing refuse and recycling pickup services, which are essential components of waste management."
Wisconsin,Oregon,Bike Path,Transport Emissions,Unknown,Not stated,,"This capital projects fund is dedicated to the acquisition or construction of bike paths, promoting active transportation and reducing emissions."
Wisconsin,Oregon,WWTP Design,Waste Management,In Progress,"$130,000",130000.0,"Design services for the Wastewater Treatment Plant, which manages waste."
Wisconsin,Oregon,"2025 Wastewater Upgrades project including Wastewater Treatment Plant, Richards Road Lift Station, and Rustic Vineyards Lift Station",Waste Management,Planned,"$23,647,000",23647000.0,Upgrades to the Wastewater Treatment Plant and associated lift stations for waste management.
Wisconsin,Oregon,Wastewater Treatment Facility administration and resident engineering professional services,Waste Management,Planned,"not to exceed $1,701,000",1701000.0,"Professional services for the Wastewater Treatment Facility, which is part of waste management infrastructure."
Wisconsin,Oregon,Bike Path Capital Outlay,Transport Emissions,Completed,"$20,000",20000.0,"Capital outlay transferred to the Bike Path Fund for the development of bike lanes and pedestrian paths, reducing transport emissions."
Wisconsin,Pewaukee,Bike Path,Transport Emissions,In Progress,Not stated,,"This project involves the acquisition or construction of a bike path, which promotes active transportation and reduces transport emissions."
Wisconsin,Pewaukee,Bike Path Study,Transport Emissions,In Progress,"$64,000",64000.0,"This project involves a study for a bike path, contributing to reduced transport emissions."
Wisconsin,Pewaukee,Fox River Water Pollution Control Center Phosphorus Reduction Project,Waste Management,In Progress,"$1,398,666",1398666.0,"This project aims to reduce phosphorus at the Fox River Water Pollution Control Center, improving water quality and managing wastewater."
Wisconsin,Whitehall,Electric Distribution System Additions,Energy Efficiency,In Progress,"$146,873",146873.0,"Additions to the electric utility's distribution system, which is part of the energy infrastructure."
Wisconsin,Whitehall,Water Pumping Plant Additions,Energy Efficiency,In Progress,"$2,692",2692.0,"Additions to the water utility's pumping plant, which is part of the energy-intensive water infrastructure."
Wisconsin,Whitehall,Water Transmission and Distribution System Additions,Energy Efficiency,In Progress,"$197,302",197302.0,"Additions to the water utility's transmission and distribution system, which is part of the energy-intensive water infrastructure."
Wisconsin,Whitehall,Sewer Treatment and Disposal System Additions,Waste Management,In Progress,"$13,404",13404.0,"Additions to the sewer utility's treatment and disposal system, which is a core component of waste management."
Wisconsin,Whitehall,Landfill monitoring costs,Waste Management,In Progress,"averages $5,000 annually",5000.0,"The city incurs annual costs for monitoring its landfill site after closure, as required by state and federal regulations."
Wisconsin,Whitehall,Landfill closure and postclosure care,Waste Management,In Progress,"$41,174",41174.0,"The city has a reported liability for the cumulative costs needed for postclosure care of its landfill site as of December 31, 2024."
Wisconsin,Whitehall,Recycling,Waste Management,In Progress,"$7,788",7788.0,The city incurred expenditures for its ongoing recycling program during the fiscal year 2024.
Wisconsin,Madison,replace streetlights with LED lighting,Energy Efficiency,In Progress,"$1,000,000",1000000.0,Project to upgrade existing streetlights to more energy-efficient LED technology.
Wisconsin,Madison,install EV charging stations at various municipal buildings,Transport Emissions,Planned,"$750,000",750000.0,Project to establish electric vehicle charging infrastructure at city-owned facilities.
Wisconsin,Madison,new bike lane network,Transport Emissions,Planned,"$1,200,000",1200000.0,Project to expand and improve the city's infrastructure for bicycle transportation.
Wisconsin,Madison,upgrading its HVAC systems in several public buildings,Energy Efficiency,In Progress,"$900,000",900000.0,"Project to enhance the energy performance of heating, ventilation, and air conditioning systems in public buildings."
Wisconsin,Madison,pilot program for residential composting,Waste Management,Planned,"$300,000",300000.0,Project to introduce a new initiative for residents to divert organic waste through composting.
Wisconsin,Madison,electrifying a portion of its municipal fleet,Transport Emissions,In Progress,"$700,000",700000.0,Project to transition a segment of the city's vehicle fleet to electric models to reduce emissions.
Wisconsin,Madison,solar panel installation project on the roof of the City Hall,Energy Efficiency,Planned,"$450,000",450000.0,Project to install photovoltaic panels on the City Hall building to generate renewable energy.
Wisconsin,Madison,city-wide pedestrian path improvement program,Transport Emissions,In Progress,"$1,500,000",1500000.0,Project to enhance and expand walking infrastructure across the city for improved accessibility and safety.
Wisconsin,Madison,new organic waste anaerobic digestion facility (feasibility study),Waste Management,In Progress,"$150,000",150000.0,Feasibility study for a facility to process organic waste using anaerobic digestion technology.
Wisconsin,Madison,modernizing traffic signals at key intersections,Transport Emissions,Planned,"$600,000",600000.0,Project to upgrade traffic control systems to optimize vehicle movement and decrease emissions from idling.
Wisconsin,Madison,energy audit of all municipal facilities,Energy Efficiency,In Progress,"$80,000",80000.0,Project to assess energy consumption in city buildings to identify potential improvements for insulation and efficiency.
Wisconsin,Madison,replacing old diesel transit buses with new electric buses,Transport Emissions,In Progress,"$5,000,000",5000000.0,Project to upgrade the public transit fleet by replacing diesel buses with electric models.
Wisconsin,Madison,city-wide recycling program expansion,Waste Management,Planned,"$400,000",400000.0,Project to broaden the scope and reach of the city's recycling initiatives.
Wisconsin,Madison,new waste-to-energy facility (preliminary study),Waste Management,In Progress,"$250,000",250000.0,Preliminary study for a facility that converts solid waste into usable energy.
Wisconsin,Madison,Energy Efficiency Program,Energy Efficiency,Unknown,)-,100000.0,This program aims to improve energy efficiency across city operations.
Wisconsin,Madison,Fleet Modernization Program,Transport Emissions,Unknown,)#,100000.0,This program focuses on modernizing the city's fleet to reduce emissions.
Wisconsin,Madison,Waste Diversion Initiative,Waste Management,Unknown,)+,100000.0,This initiative aims to divert waste from landfills through recycling and composting.
Wisconsin,Madison,Public Transit Expansion,Transport Emissions,Unknown,) !,100000.0,This project focuses on expanding public transit options to reduce transport emissions.
Wisconsin,Madison,Wisconsin Energy Efficiency Project,Energy Efficiency,In Progress,"$840,481",840481.0,Funds received from the U.S. Department of Energy for a project focused on energy efficiency.
Wisconsin,Madison,Street lighting additions,Energy Efficiency,In Progress,"$2,886,291",2886291.0,"Capital additions to street lighting infrastructure, which can include energy-efficient equipment."
Wisconsin,Madison,Traffic signals additions,Transport Emissions,In Progress,"$6,996,407",6996407.0,"Capital additions to traffic signal infrastructure, contributing to signal modernization."
Wisconsin,Madison,Bike path additions,Transport Emissions,In Progress,"$4,056,246",4056246.0,"Capital additions to bike path infrastructure, promoting non-motorized transport."
Wisconsin,Madison,Volkswagen Mitigation Transit Capital Assistance Grant Program,Transport Emissions,In Progress,"Original amount of $5,422,140, amortized over ten annual installments of $542,214",5422140.0,"A grant program providing capital assistance for transit, aimed at mitigating emissions."
Wisconsin,Madison,Sewer Collection System additions,Waste Management,In Progress,"$14,082,163",14082163.0,"Capital additions to the sewer collection system, which is part of wastewater management."
Wisconsin,Madison,Sewer Collection System Pumping additions,Waste Management,In Progress,"$200,970",200970.0,"Capital additions to the sewer collection system pumping infrastructure, supporting wastewater management."
Wisconsin,Madison,Purchase of up to 72 buses (New Flyer Corp. contract),Transport Emissions,In Progress,Not stated,,"The city approved a contract for the purchase of up to 72 buses for its transit system, with 62 purchased as of December 31, 2024."
Wisconsin,Madison,Postclosure care on its solid waste landfill site,Waste Management,In Progress,estimated to be immaterial,,The city is performing required maintenance and monitoring functions for 40 years after the closure of its solid waste landfill sites.
Wisconsin,West Bend,2023 Main Street Reconstruction,Transport Emissions,Completed,Not stated,,"This project involved the reconstruction of Main Street, improving road infrastructure for transport."
Wisconsin,West Bend,Improvements to the downtown Riverwalk and associated parkways,Transport Emissions,In Progress,Not stated,,"This project involves ongoing improvements to the downtown Riverwalk and parkways, enhancing pedestrian infrastructure and promoting non-motorized transport."
Wisconsin,West Bend,PFAS treatment facility construction,Waste Management,In Progress,Not stated,,This project involves the construction of a PFAS treatment facility to address water quality and waste management concerns.
Wisconsin,West Bend,Street infrastructure improvements,Transport Emissions,Completed,Not stated,,"This project involved general improvements to street infrastructure throughout the city, enhancing transport efficiency."
Wisconsin,West Bend,American Rescue Plan street and parking lot projects,Transport Emissions,In Progress,Not stated,,"This project involves various street and parking lot improvements funded by the American Rescue Plan, enhancing transport infrastructure."
Wisconsin,West Bend,Traffic signals,Transport Emissions,In Progress,"$1,325,185",1325185.0,"This project involves additions to traffic signals, contributing to signal modernisation for improved traffic flow and reduced transport emissions."
Wisconsin,West Bend,Street lighting,Energy Efficiency,In Progress,"$936,998",936998.0,"This expenditure covers the costs associated with street lighting, which may include ongoing maintenance and upgrades to more energy-efficient systems like LEDs."
Wisconsin,West Bend,Traffic control,Transport Emissions,In Progress,"$103,133",103133.0,"This expenditure covers traffic control measures, which may include maintenance or modernization of traffic signals to improve flow and reduce vehicle emissions."
Wisconsin,West Bend,Recycling,Waste Management,In Progress,"$680,417",680417.0,"This expenditure covers the operational costs of the city's recycling program, a key component of waste management."
Wisconsin,West Bend,Sanitary landfill,Waste Management,In Progress,"$724,621",724621.0,"This expenditure covers the operational costs associated with the city's sanitary landfill, a core waste management activity."
Wisconsin,West Bend,Public works (under Taxi Transit System Fund),Transport Emissions,In Progress,"$1,381,545",1381545.0,"This expenditure from the Taxi Transit System Fund supports public works related to transit infrastructure, contributing to reduced transport emissions."
Illinois,Barrington,Engineering Services for Route 14 Underpass Project,Transport Emissions,Completed,"$1,228,300",1228300.0,"This project covers engineering services for the Route 14 Underpass Project, a significant transport infrastructure improvement."
Illinois,Barrington,Route 14 Underpass Construction,Transport Emissions,In Progress,Not stated,,"This project involves the construction phase of the Route 14 Underpass, improving transport infrastructure."
Illinois,Barrington,Roadway resurfacing contract,Transport Emissions,Completed,Not stated,,This project involved managing the construction of a roadway resurfacing contract to maintain transport infrastructure.
Illinois,Barrington,Wastewater Treatment Plant Projects,Waste Management,In Progress,"$570,500",570500.0,This project involves capital investments in the Village's wastewater treatment facilities to improve technology and efficiency.
Illinois,Barrington,2024 Road Program,Transport Emissions,Completed,"$741,900",741900.0,This program involves general road maintenance and improvements throughout the Village in 2024.
Illinois,Barrington,Waterworks and Sewerage Improvements (IEPA Loan),Energy Efficiency,Completed,"$4,422,272",4422272.0,"Improvements to water and sewerage infrastructure funded by a low-interest IEPA loan, which has been fully repaid."
Illinois,Barrington,Water Infrastructure Asset Retirement Obligation,Energy Efficiency,Planned,"$1,500,000",1500000.0,Obligation to seal and abandon various water wells and demolish water towers and standpipes at the end of their estimated useful lives.
Illinois,Barrington,Solid Waste Disposal System,Waste Management,In Progress,Not stated,,"The Solid Waste Agency of Northern Cook County (SWANCC) is empowered to plan, construct, finance, operate, and maintain a solid waste disposal system for its member municipalities, including Barrington."
Illinois,Barrington,Recycling/Refuse Operations,Waste Management,In Progress,"$1,325,711",1325711.0,This project funds the ongoing collection and processing of recycling and refuse services for the community.
Illinois,Barrington,Pedestrian Programs,Transport Emissions,In Progress,"$253,309",253309.0,This project involves initiatives to improve pedestrian infrastructure and safety within the city.
Illinois,Brookfield,Eight Corner’s TIF street lighting replacement,Energy Efficiency,Completed,Not stated,,"This project involved replacing street lighting within the Eight Corner’s TIF district, likely incorporating energy-efficient technology."
Illinois,Brookfield,Eight Corner’s TIF roadway repaving and streetscape improvements,Transport Emissions,Completed,Not stated,,"This project involved repaving roadways and adding paver work and other streetscape items within the Eight Corner’s TIF district, improving transportation infrastructure."
Illinois,Brookfield,Burlington Ave. Road Project,Transport Emissions,In Progress,"over $700,000 (Metropolitan Water Reclamation District grant)",700000.0,"This project involves the reconstruction and improvement of Burlington Avenue, enhancing the Village's transportation infrastructure."
Illinois,Brookfield,2024 Road Program,Transport Emissions,In Progress,$2.2 million dollars (Village support),2200000.0,This program involves general road improvements and maintenance across the Village for the year 2024.
Illinois,Brookfield,Garbage operations,Waste Management,In Progress,Not stated,,This ongoing operation manages solid waste collection and disposal services for the Village residents.
Illinois,Brookfield,Brookfield Ave. Road Program,Transport Emissions,Planned,Not stated,,"This project involves road improvements on Brookfield Avenue, with remaining costs to be funded by ARPA funds in 2025."
Illinois,Brookfield,Congress Park TIF area sidewalks development,Transport Emissions,Planned,Not stated,,"This project involves the development of sidewalks in the Congress Park TIF area, enhancing pedestrian infrastructure."
Illinois,Brookfield,IEPA Loan of 2024A,Waste Management,In Progress,"$3,024,127",3024127.0,"Financing for water and sewer improvements, with repayment through January 24, 2055."
Illinois,Brookfield,IEPA Loan of 2024B,Waste Management,In Progress,"$2,193,913",2193913.0,"Interest-free financing for water and sewer improvements, with repayment through January 24, 2055."
Illinois,Brookfield,Residential Solid Waste and Yard Waste Disposal and Consumer Product Recycling,Waste Management,In Progress,Not stated,,This fund accounts for the ongoing activities of residential solid waste and yard waste disposal and consumer product recycling.
Illinois,Brookfield,Village Parks Project - Capital Outlay,Transport Emissions,Completed,"$1,061,379",1061379.0,"This capital outlay within the Village Parks Project likely includes the development or improvement of pedestrian paths, encouraging non-motorized transport."
Illinois,Algoquin,Improvements to the Wastewater Treatment Facility,Waste Management,Unknown,"approximate note amount totals $22,239,475",22239475.0,"This project involves improvements to the Wastewater Treatment Facility, financed as part of a $22,239,475 IEPA low-interest loan covering multiple projects."
Illinois,Algoquin,Sanitary sewer upgrades between specific lift stations,Waste Management,Unknown,Not stated,,"This project involves sanitary sewer upgrades between specific lift stations, financed as part of a larger IEPA low-interest loan."
Illinois,Algoquin,Longmeadow Parkway Bridge Corridor,Transport Emissions,Unknown,Not stated,,"This multi-jurisdictional project improved regional mobility, connectivity, and reduced congestion by opening a new bridge corridor."
Illinois,Algoquin,Souwanas Trail Improvements Project,Transport Emissions,Unknown,Not stated,,"This project modernized roadway conditions, enhanced drainage, and included continuous sidewalks for pedestrian safety and traffic-calming design."
Illinois,Algoquin,Towne Park Reconstruction,Transport Emissions,Unknown,$5.0 million,5000000.0,"This ongoing reconstruction project includes riverwalk connections, enhancing pedestrian paths within the park."
Illinois,Algoquin,ADA Transition Plan,Transport Emissions,Unknown,Not stated,,"This plan focuses on improving sidewalks, multi-use paths, and intersections to ensure equitable access and advance accessibility goals."
Illinois,Algoquin,Westview Crossing multi-use path connections,Transport Emissions,Unknown,Not stated,,This subdivision development includes expanded multi-use path connections to enhance active transportation options.
Illinois,Algoquin,Downtown Streetscape Utilities Improvements,Transport Emissions,Unknown,$6.2 million,6200000.0,"This ongoing project involves improvements to downtown streets and utilities, likely including pedestrian infrastructure."
Illinois,Algoquin,Willoughby Farms Section 1,Transport Emissions,Unknown,$4.4 million,,
Illinois,Algoquin,Bunker Hill Drive,Transport Emissions,Unknown,Not stated,,"Completion of a street improvement project, contributing to transport infrastructure."
Illinois,Algoquin,Souwanas & Schuett Improvements,Transport Emissions,Unknown,Not stated,,"Completion of a street improvement project, contributing to transport infrastructure."
Illinois,Algoquin,Rolls Drive,Transport Emissions,Unknown,Not stated,,"Completion of a street improvement project, contributing to transport infrastructure."
Illinois,Algoquin,Expansion of Phase 6 of the Wastewater Treatment Plant,Waste Management,Unknown,$9.0 million,9000000.0,"Expansion of a wastewater treatment facility, a key component of waste management."
Illinois,Algoquin,Various Village projects (Street Improvement Fund),Transport Emissions,In Progress,"$2,325,000",2325000.0,"Funding transferred to the Street Improvement Fund for various Village projects, which may include infrastructure improvements like bike lanes, pedestrian paths, or signal modernization to reduce transport emissions."
Illinois,Algoquin,Street Improvement Capital Outlay,Transport Emissions,In Progress,"$9,258,689",9258689.0,"Capital expenditures from the Street Improvement Fund for various street improvements, which can include elements like bike lanes, pedestrian paths, or signal modernization to reduce transport emissions."
Illinois,Algoquin,Motor Fuel Tax Street Maintenance and Improvements,Transport Emissions,In Progress,"$1,748,918",1748918.0,"Expenditures from the Motor Fuel Tax Fund for street maintenance and various street improvements, contributing to transport infrastructure and potentially reducing emissions."
Illinois,Algoquin,Natural Area and Drainage Improvement Projects,Waste Management,In Progress,"$1,990,876",1990876.0,"Projects funded by the Natural Area and Drainage Improvement Fund for infrastructure maintenance, contractual services, and capital outlay related to natural area and drainage improvements, which may involve managing organic waste, preventing pollution, or improving water quality."
Illinois,Algoquin,Sewer Sludge Removal,Waste Management,In Progress,"$161,936",161936.0,"Ongoing operational expenditure for the removal of sludge generated from sewer treatment processes, a direct waste management activity."
Illinois,Algoquin,Waterworks and Sewerage Capital Outlay,Waste Management,In Progress,"$5,626,493",5626493.0,"Capital investments in water and sewerage infrastructure, essential for effective wastewater management and public health."
Illinois,Buffalo Grove,Street Resurfacing and Reconstructions Projects,Transport Emissions,In Progress,Not stated,,"Projects focused on improving the community's street infrastructure through resurfacing and reconstruction, as part of the broader Infrastructure Modernization Program Phase II."
Illinois,Buffalo Grove,Offsite Roadway and Intersection Improvements,Transport Emissions,In Progress,"estimated to be $4,000,000",4000000.0,"This project involves constructing roadway and intersection improvements for Woodman’s Food Market, Inc., which are a form of transport infrastructure impacting traffic flow and emissions."
Illinois,Buffalo Grove,Solid Waste Disposal System (operated by SWANCC),Waste Management,In Progress,"$924,040",924040.0,"The Village participates in this system through SWANCC for the planning, construction, financing, operation, and maintenance of solid waste disposal."
Illinois,Buffalo Grove,Street Maintenance Capital Outlay,Transport Emissions,In Progress,"$5,719,149",5719149.0,"This project involves expenditures for the acquisition, construction, improvement, repair, and replacement of the Village’s roadways."
Illinois,Buffalo Grove,Vehicle Equipment Replacement Capital Outlay,Transport Emissions,In Progress,"$1,099,523",1099523.0,"This project accounts for the purchase of vehicles and capital equipment for General Fund operating departments, contributing to fleet modernization."
Illinois,Buffalo Grove,State and Community Highway Safety/National Priority Safety Program,Transport Emissions,Completed,"$38,578",38578.0,"This program involves expenditures for highway and community safety initiatives, which may include signal modernization or pedestrian safety improvements."
Illinois,Buffalo Grove,Illinois Transportation Enhancement Program,Transport Emissions,Completed,"$9,173",9173.0,"This program funds projects that enhance transportation, such as bike lanes, pedestrian paths, or other non-motorized infrastructure."
Illinois,Aurora,Illinois EPA Loan - Storm Sewer Construction,Waste Management,In Progress,"Up to $7,326,943",7326943.0,Loan for the construction of storm sewers to manage stormwater runoff.
Illinois,Aurora,2009B Illinois EPA Loan (Combined Sewer Line Separation),Waste Management,In Progress,"$2,988,143",2988143.0,Loan for the separation of combined sewer lines to improve wastewater management and prevent overflows.
Illinois,Aurora,2010 Illinois EPA Loan (Bio-infiltration System),Waste Management,In Progress,"$69,513",69513.0,Loan for the implementation of a bio-infiltration system for stormwater management.
Illinois,Aurora,Aurora Civic Center Authority sustainability plan improvements,Energy Efficiency,Planned,"$14,655,000",14655000.0,"This project involves financing improvements related to the Aurora Civic Center Authority's sustainability plan, likely including energy efficiency measures."
Illinois,Aurora,Sanitation Fund Operations,Waste Management,In Progress,Not stated,,"This fund covers the ongoing costs of disposing of unbundled brush, leaves, natural Christmas trees, and recyclables for the community."
Illinois,Aurora,Ward Projects Fund,Transport Emissions,In Progress,Not stated,,"This fund finances various capital projects in the City's wards, including street improvements, sidewalk installations, and streetlights, contributing to transport and pedestrian infrastructure."
Illinois,Aurora,Roadway/Bridge Projects,Transport Emissions,In Progress,"$4,265,938",4265938.0,"Projects focused on improving and maintaining city roadways and bridges, which can include infrastructure for various transport modes."
Illinois,Aurora,Street Improvement,Transport Emissions,In Progress,"$2,363,129",2363129.0,"Capital outlay for improving city streets, which can encompass elements like bike lanes, pedestrian paths, or signal modernization."
Illinois,Countryside,City’s annual road rehabilitation and construction program,Transport Emissions,In Progress,Not stated,,This annual program uses motor fuel tax allocations for road rehabilitation and construction to improve transport infrastructure.
Illinois,Countryside,Sanitary Sewer Infrastructure Improvements,Waste Management,In Progress,"$2,715",2715.0,"This project involves improvements to the sanitary sewer infrastructure, contributing to effective wastewater management."
Illinois,Deer Park,Town Center Park construction project,Transport Emissions,In Progress,$1.2 million,1200000.0,"A construction project at Town Center Park that includes the development of walking trails, which serve as pedestrian paths."
Illinois,Deer Park,Sustainability,Energy Efficiency,Planned,"$20,000",20000.0,This project was planned to implement sustainability initiatives within the Village.
Illinois,Deer Park,Street lighting,Energy Efficiency,In Progress,"$14,696",14696.0,"This project covers the costs associated with street lighting, which may include energy-efficient upgrades."
Illinois,Cary,First phase of downtown streetscape improvements on W. Main Street,Transport Emissions,Completed,Not stated,,"This project involved improving the downtown streetscape, which typically includes elements like pedestrian paths and potentially bike-friendly infrastructure, contributing to reduced transport emissions."
Illinois,Cary,New community plaza at the former depot site (Phase 2 of downtown revitalization),Transport Emissions,Planned,Not stated,,"This project involves the design and upcoming construction of a community plaza at a former depot site, supported by transit authority grants, which may encourage public transit use."
Illinois,Cary,Third phase of downtown improvements at Alfresco Alley on Spring Street,Transport Emissions,Planned,Not stated,,"This project involves the design of downtown improvements, which could include pedestrian-friendly infrastructure to reduce transport emissions."
Illinois,Cary,Water operations capital outlay,Waste Management,In Progress,"$2,392,000",2392000.0,"Capital expenditures budgeted for improving the water system's operations, part of the Water and Sanitation Fund, which includes wastewater treatment."
Illinois,Cary,Sanitation operations capital outlay,Waste Management,In Progress,"$1,071,000",1071000.0,Capital expenditures budgeted for improving the sanitation system's operations.
Illinois,Cary,Fiscal year 2024 road program,Transport Emissions,Completed,"totaling $1,034,200 and $1,201,147",2235347.0,"This program involved road improvements funded by motor fuel tax and Rebuild Illinois allotments, contributing to the transport infrastructure."
Illinois,Cary,Wastewater treatment plant fine raking system installation,Waste Management,Completed,Not stated,,This project involved the installation of a fine raking system at the wastewater treatment plant to improve waste processing.
Illinois,Cary,Remainder of the Metra Parking Lot improvements,Transport Emissions,Completed,Not stated,,"This project completed improvements to the Metra commuter parking lots, supporting public transit use."
Illinois,Cary,Waterworks and Sewerage Improvements (IEPA Loan of 2002),Waste Management,Completed,"$456,743 (retired in current year)",456743.0,"This project involved improvements to waterworks and sewerage infrastructure, with the final $456,743 of the IEPA loan repaid in the current fiscal year."
Illinois,Cary,Waste Water Treatment Plant Improvements (IEPA Loan of 2018),Waste Management,In Progress,"Approved for $3,247,620; total drawn $2,539,153",3247620.0,"This project involves improvements to the Waste Water Treatment Plant, with a total approved loan amount of $3,247,620 and $2,539,153 drawn to date."
Illinois,Cary,Capital outlay - road program,Transport Emissions,In Progress,"$2,235,347",2235347.0,"Investment in road infrastructure, which impacts transport emissions."
Illinois,Cary,Downtown infrastructure improvements,Transport Emissions,In Progress,"$2,645",2645.0,"Infrastructure improvements in the downtown area, which may include pedestrian or bike facilities."
Illinois,Cary,Downtown streetscape,Transport Emissions,In Progress,"$773,768",773768.0,"Streetscape improvements in the downtown area, often including pedestrian and bike-friendly elements."
Illinois,Cary,Maplewood access road,Transport Emissions,In Progress,"$195,336",195336.0,"Construction of an access road, which is a transport infrastructure project."
Illinois,Cary,Rawson Bridge Bikeway,Transport Emissions,Planned,"$43,000",43000.0,"Development of a bikeway, promoting active and low-emission transport."
Illinois,Cary,SCADA upgrade,Energy Efficiency,In Progress,"$18,228",18228.0,"Upgrade of the SCADA system to improve operational efficiency, potentially reducing energy consumption in water operations."
Illinois,Cary,Scada improvements,Energy Efficiency,In Progress,"$3,173",3173.0,"Improvements to the SCADA system to enhance operational efficiency in sanitation, potentially reducing energy consumption."
Illinois,Cary,Sidewalk replacement program,Transport Emissions,In Progress,Not stated,,"An ongoing program to replace sidewalks, enhancing pedestrian infrastructure and promoting active transportation, which contributes to reducing transport emissions."
Illinois,Cary,Brush pickup program,Waste Management,In Progress,Not stated,,"An ongoing program for collecting brush, contributing to solid waste management and potentially organic waste processing."
Illinois,Deerfield,Motor Fuel Tax Fund Capital Outlay,Transport Emissions,In Progress,"$3,972,126",3972126.0,"Capital expenditures from the Motor Fuel Tax Fund, typically used for road and bridge infrastructure projects that support transportation."
Illinois,Deerfield,Refuse Service Provision,Waste Management,In Progress,Not stated,,"This project encompasses all activities, revenues, and expenses necessary to provide refuse service to the residents of the Village."
Illinois,Deerfield,Sewerage Treatment Plant Operations,Waste Management,In Progress,Not stated,,"This project includes the administration, construction, maintenance, and operations of the sewerage treatment plant to provide sewer service to residents."
Illinois,Deerfield,Solid Waste Disposal System (SWALCO),Waste Management,In Progress,Not stated,,"The Village is a member of SWALCO, an agency empowered to plan, construct, finance, operate, and maintain a solid waste disposal system for its members."
Illinois,Deerfield,Refuse Fund Capital Outlay,Waste Management,Completed,"$79,493",79493.0,Capital expenditure within the Refuse Fund for equipment related to waste collection and disposal.
Illinois,Downers Grove,Active Transportation Plan (Guiding DG Initiative),Transport Emissions,In Progress,Not stated,,"A planning effort, part of the Guiding DG initiative, to serve as a roadmap for future mobility, including bike lanes and pedestrian paths, over the next 20 years."
Illinois,Downers Grove,Environmental Sustainability Plan,Energy Efficiency,In Progress,Not stated,,"Establishment of the vision, goals, and key recommendations for the first-ever Environmental Sustainability Plan, including a greenhouse gas emissions assessment for reducing the carbon footprint."
Illinois,Downers Grove,Downtown and Fairview Focus Area Streetscape Plan (Guiding DG Initiative),Transport Emissions,In Progress,Not stated,,"A planning effort, part of the Guiding DG initiative, to direct future streetscapes, potentially including pedestrian and bike infrastructure."
Illinois,Downers Grove,Civic Center Project - Green Roofs,Energy Efficiency,Completed,Not stated,,Installation of green roofs on two areas of the Civic Center to help regulate indoor temperature.
Illinois,Downers Grove,Civic Center Project - Solar Panels,Energy Efficiency,Completed,Not stated,,Installation of solar panels on the Civic Center to supply power to the building in a renewable manner.
Illinois,Downers Grove,Recycle Coach,Waste Management,Completed,Not stated,,A platform launched in December 2024 to provide residents with tools for better recycling and curbside collection management.
Illinois,Downers Grove,Streetlight Conversion to Dark Sky Compliant LED Fixtures (Esplanade Office Park),Energy Efficiency,Completed,Not stated,,Conversion of streetlights in the Esplanade Office Park to Dark Sky Compliant LED Fixtures using grant funding.
Illinois,Downers Grove,First Fully Electric Vehicle Purchase,Transport Emissions,Completed,Not stated,,Purchase of the Village's first fully electric Ford pickup truck for the public safety fleet to explore future electrification opportunities.
Illinois,Downers Grove,Pedestrian Infrastructure Improvements (Sidewalks & Crosswalks),Transport Emissions,Completed,Not stated,,"Significant improvements to pedestrian infrastructure in 2024, including repair/replacement of 120,000 square feet of sidewalk, upgrading 49 intersections to ADA standards, restriping 85 crosswalks, and replacing downtown sidewalk corner treatments."
Illinois,Glencoe,"Street, Sidewalk and Storm Sewer Improvements",Transport Emissions,In Progress,"$5,113,263",5113263.0,"This project involves significant infrastructure expenditures for street, sidewalk, and storm sewer improvements, contributing to pedestrian and traffic flow."
Illinois,Glencoe,Road Improvements,Transport Emissions,In Progress,"$256,829",256829.0,"This project involves expenditures for improving the Village's roadways, enhancing transport infrastructure."
